Iterating over heap. This may take a while...
Object Histogram:

num       #instances    #bytes  Class description
--------------------------------------------------------------------------
1845:           2       32      com.sun.org.apache.xerces.internal.impl.xpath.regex.Token
1846:           1       32      java.beans.ThreadGroupContext
1847:           1       32      com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap[]
1848:           2       32      org.apache.tomcat.util.threads.ThreadPoolExecutor$RejectHandler
1849:           2       32      org.springframework.core.convert.support.StringToPropertiesConverter
1850:           1       32      com.alibaba.fastjson.parser.SymbolTable
1851:           1       32      org.apache.tomcat.util.net.jsse.openssl.Protocol[]
1852:           1       32      org.apache.tomcat.util.buf.B2CConverter
1853:           2       32      org.springframework.core.convert.support.GenericConversionService$NoOpConverter
1854:           1       32      org.apache.commons.lang3.time.StopWatch$State[]
1855:           1       32      ch.qos.logback.classic.joran.action.LoggerContextListenerAction
1856:           2       32      org.springframework.core.convert.support.ObjectToObjectConverter
1857:           1       32      ch.qos.logback.core.helpers.CyclicBuffer
1858:           1       32      java.util.concurrent.SynchronousQueue
1859:           1       32      org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState[]
1860:           1       32      org.apache.http.impl.cookie.RFC6265CookieSpecProvider$CompatibilityLevel[]
1861:           1       32      com.sun.org.apache.xerces.internal.impl.xs.XSModelGroupImpl
1862:           1       32      ch.qos.logback.core.joran.action.ShutdownHookAction
1863:           2       32      org.springframework.web.method.annotation.RequestParamMapMethodArgumentResolver
1864:           1       32      org.apache.catalina.mapper.Mapper$MappedHost
1865:           1       32      java.lang.ClassCastException
1866:           1       32      ch.qos.logback.core.joran.action.ActionUtil$Scope[]
1867:           2       32      org.springframework.core.convert.support.StringToCharacterConverter
1868:           2       32      com.alibaba.druid.sql.parser.Keywords
1869:           2       32      org.springframework.core.convert.support.StringToUUIDConverter
1870:           1       32      org.apache.catalina.startup.ClassLoaderFactory$RepositoryType[]
1871:           1       32      org.springframework.web.context.support.StandardServletEnvironment
1872:           1       32      com.sun.jmx.mbeanserver.Repository
1873:           1       32      org.springframework.context.support.DelegatingMessageSource
1874:           2       32      java.util.concurrent.ThreadPoolExecutor$AbortPolicy
1875:           1       32      org.springframework.web.accept.ServletPathExtensionContentNegotiationStrategy
1876:           1       32      com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap[]
1877:           2       32      org.springframework.core.convert.support.IdToEntityConverter
1878:           1       32      sun.security.provider.PolicyFile$PolicyInfo
1879:           2       32      org.springframework.web.context.request.SessionScope
1880:           1       32      ch.qos.logback.core.joran.spi.SimpleRuleStore
1881:           1       32      org.apache.coyote.http11.Http11NioProtocol$Http11ConnectionHandler
1882:           1       32      org.apache.naming.TransactionRef
1883:           1       32      java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
1884:           1       32      com.sun.org.apache.xalan.internal.utils.FeatureManager$Feature
1885:           1       32      org.eclipse.jdt.internal.compiler.util.HashtableOfInt
1886:           1       32      org.springframework.context.annotation.ConfigurationClassParser$ImportStack
1887:           2       32      org.springframework.core.convert.support.StringToArrayConverter
1888:           1       32      org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParseStatus[]
1889:           2       32      org.springframework.core.convert.support.NumberToCharacterConverter
1890:           2       32      org.apache.http.message.BasicHeaderValueParser
1891:           1       32      com.alibaba.druid.sql.ast.statement.SQLSelectItem
1892:           1       32      ch.qos.logback.core.joran.conditional.ThenAction
1893:           1       32      org.springframework.ui.context.support.ResourceBundleThemeSource
1894:           2       32      org.apache.commons.httpclient.Wire
1895:           1       32      java.text.DontCareFieldPosition
1896:           2       32      org.springframework.core.convert.support.ArrayToCollectionConverter
1897:           1       32      java.beans.ThreadGroupContext$1
1898:           1       32      ch.qos.logback.classic.joran.action.LoggerAction
1899:           1       32      ch.qos.logback.classic.joran.action.ReceiverAction
1900:           1       32      org.springframework.web.servlet.mvc.method.annotation.ServletCookieValueMethodArgumentRe
solver
1901:           2       32      sun.security.ssl.TrustManagerFactoryImpl$2
1902:           2       32      org.apache.tomcat.util.net.NioBlockingSelector$KeyReference
1903:           1       32      org.jsoup.nodes.Document$QuirksMode[]
1904:           2       32      org.springframework.core.convert.support.FallbackObjectToStringConverter
1905:           1       32      org.apache.tomcat.util.descriptor.web.LoginConfig
1906:           1       32      org.jsoup.parser.ParseErrorList
1907:           1       32      ch.qos.logback.core.joran.action.NewRuleAction
1908:           1       32      org.jsoup.parser.Token$Doctype
1909:           1       32      java.lang.OutOfMemoryError[]
1910:           1       32      java.lang.management.MemoryManagerMXBean[]
1911:           1       32      org.apache.jasper.runtime.JspApplicationContextImpl
1912:           2       32      org.springframework.core.convert.support.ArrayToObjectConverter
1913:           2       32      com.sun.proxy.$Proxy2
1914:           2       32      org.springframework.core.convert.support.CharacterToNumberFactory
1915:           1       32      org.springframework.format.support.DefaultFormattingConversionService
1916:           2       32      org.eclipse.jdt.internal.compiler.lookup.MethodBinding[]
1917:           1       32      com.mysql.jdbc.RowDataStatic
1918:           1       32      com.sun.beans.util.Cache$Kind[]
1919:           2       32      org.apache.http.message.BasicLineFormatter
1920:           2       32      org.springframework.core.convert.support.StringToBooleanConverter
1921:           2       32      org.springframework.util.CustomizableThreadCreator$SerializableMonitor
1922:           2       32      com.mysql.jdbc.Driver
1923:           1       32      org.apache.catalina.core.ApplicationFilterChain
1924:           1       32      org.jsoup.parser.CharacterReader
1925:           1       32      ch.qos.logback.core.joran.conditional.ElseAction
1926:           1       32      java.util.logging.LogManager$SystemLoggerContext
1927:           1       32      sun.security.x509.IssuerAlternativeNameExtension
1928:           1       32      java.net.Proxy$Type[]
1929:           1       32      ch.qos.logback.core.spi.FilterReply[]
1930:           1       32      ch.qos.logback.core.joran.action.NestedComplexPropertyIA
1931:           1       32      org.apache.catalina.WebResourceRoot$ResourceSetType[]
1932:           2       32      org.apache.tomcat.util.buf.UDecoder
1933:           1       32      org.apache.tomcat.util.buf.C2BConverter
1934:           1       32      ch.qos.logback.classic.joran.JoranConfigurator
1935:           2       32      sun.security.provider.JavaKeyStore$JKS
1936:           1       32      com.sun.org.apache.xerces.internal.impl.dv.xs.AbstractDateTimeDV$DateTimeData[]
1937:           2       32      java.util.Collections$UnmodifiableCollection
1938:           1       24      sun.nio.cs.ext.IBM300
1939:           1       24      sun.nio.cs.ext.IBM278
1940:           1       24      sun.nio.cs.ext.IBM950
1941:           1       24      sun.nio.cs.MS1251
1942:           1       24      sun.nio.cs.ext.IBM1006
1943:           1       24      sun.nio.cs.ext.IBM1142
1944:           1       24      org.jsoup.parser.TokeniserState$28
1945:           1       24      org.apache.catalina.mapper.Mapper$MappedContext[]
1946:           1       24      java.lang.invoke.MethodHandleImpl$4
1947:           1       24      sun.nio.cs.ext.ISO2022_JP
1948:           1       24      sun.nio.cs.ISO_8859_15
1949:           1       24      sun.nio.cs.ext.MacSymbol
1950:           1       24      org.apache.jsp.index_jsp
1951:           1       24      org.apache.http.conn.routing.RouteInfo$TunnelType[]
1952:           1       24      org.jsoup.parser.TokeniserState$64
1953:           1       24      com.mysql.jdbc.SingleByteCharsetConverter
1954:           1       24      org.jsoup.parser.HtmlTreeBuilderState$21
1955:           1       24      com.google.common.base.Joiner$MapJoiner
1956:           1       24      org.springframework.web.context.support.ServletContextAwareProcessor
1957:           1       24      org.jsoup.parser.TokeniserState$42
1958:           1       24      org.springframework.core.env.MutablePropertySources
1959:           1       24      org.apache.catalina.users.MemoryRole
1960:           1       24      sun.net.www.protocol.http.Handler
1961:           1       24      sun.nio.cs.ext.IBM922
1962:           1       24      sun.nio.cs.ext.MS936
1963:           1       24      org.eclipse.jdt.internal.compiler.ast.ExpressionContext$2
1964:           1       24      org.jsoup.parser.TokeniserState$21
1965:           1       24      sun.nio.cs.KOI8_R
1966:           1       24      org.apache.catalina.core.StandardContext$ContextFilterMaps
1967:           1       24      sun.nio.cs.ext.IBM1149
1968:           1       24      sun.nio.cs.ISO_8859_2
